YEAR,TYPE,POSTAL_CODE,Cordinates
2020,Studio/Rehearsal,V5Y 1J5,"49.2665809, -123.1112172"
2020,Cafe/Restaurant/Bar,V6A 2V8,"49.276514, -123.1001"
2020,Educational,V5X 2R5,"49.2113805, -123.1125632"
2020,Community Space,V6B 1T3,"49.2822111, -123.1117385"
2020,Cafe/Restaurant/Bar,V6R 2B8,"49.2644045, -123.1843944"
2020,Other,V6A 0B8,"49.273072, -123.0898525"
2020,Museum/Gallery,V6T 1Z2,"49.26907, -123.259174"
2020,Educational,V6T 1Z2,"49.267358, -123.256757"
2020,Community Space,V6T 1Z3,"49.2612385, -123.2413205"
2020,Community Space,V6A 1V9,"49.2803946, -123.0870172"
2020,Museum/Gallery,V6A 1T7,"49.2804427, -123.1035844"
2020,Museum/Gallery,V6H 3E9,"49.2666423, -123.1388698"
2020,Museum/Gallery,V6Z 2H7,"49.283158, -123.120932"
2020,Educational,V6H 3R9,"49.2718984, -123.1349366"
2020,Studio/Rehearsal,V6A 4J1,"49.2816798, -123.102"
2020,Theatre/Performance,V5L 2H6,"49.276674, -123.065797"
2020,Theatre/Performance,V6B 6A1,"49.2808, -123.112328"
2020,Museum/Gallery,V6B 6B1,"49.2804357, -123.1151119"
2020,Cafe/Restaurant/Bar,V6Z 1K7,"49.2805411, -123.1211246"
2020,Theatre/Performance,V6Z 1L2,"49.2799671, -123.1218259"
2020,Community Space,V6Z 2R9,"49.2801175, -123.1265368"
2020,Theatre/Performance,V6H 3R7,"49.270119, -123.135508"
2020,Theatre/Performance,V5T 1S1,"49.263894, -123.098716"
2020,Museum/Gallery,V6A 1S3,"49.2811746, -123.0829342"
2020,Theatre/Performance,V6B 1H4,"49.282541, -123.107579"
2020,Studio/Rehearsal,V6A 3Y1,"49.2812949, -123.0876377"
2016,Museum/Gallery,V6H 4B7,"49.269582, -123.13225"
2016,Theatre/Performance,V6A 1L3,"49.282083, -123.097921"
2016,Cafe/Restaurant/Bar,V5T 3C9,"49.2642396, -123.1014108"
2016,Theatre/Performance,V6T 1Z2,"49.268215, -123.2572691"
2016,Museum/Gallery,V6J 3J9,"49.276261, -123.144436"
2016,Museum/Gallery,V6H 3G5,"49.2638926, -123.1386339"
2016,Community Space,"ver, BC","49.269463, -123.134845"
2016,Community Space,"ver, BC","49.281457, -123.11966"
2016,Museum/Gallery,V6B 2W6,"49.2784569, -123.1184779"
2016,Community Space,"er, BC,","49.285278, -123.141944"
2016,Theatre/Performance,V6H 3S4,"49.270764, -123.136248"
2016,Community Space,V6R 1B5,"49.2711948, -123.1912389"
2016,Community Space,V5P 3A2,"49.2384815559383, -123.075480182997"
2016,Educational,V5Y 2Z6,"49.225191, -123.108305"
2016,Museum/Gallery,V5V 2G8,"49.2480158, -123.1014023"
2016,Studio/Rehearsal,V6A 1Y5,"49.2788158, -123.0884454"
2016,Cafe/Restaurant/Bar,V6B 2P1,"49.2794398, -123.1131599"
2016,Theatre/Performance,V6P 5Z9,"49.20363, -123.1375815"
2016,Studio/Rehearsal,V5N 3J7,"49.267481, -123.075658"
2016,Educational,V6B 1G4,"49.282071, -123.1060688"
2016,Museum/Gallery,V6B 2R1,"49.281406, -123.112094"
2016,Theatre/Performance,V6Z 2L7,"49.278552, -123.12627"
2016,Theatre/Performance,V6H 1M8,"49.2607195, -123.1372216"
2016,Museum/Gallery,V6C 3E8,"49.283709, -123.119963"
2016,Community Space,V6B 5E7,"49.276031, -123.110068"
2016,Studio/Rehearsal,V5Y 2M5,"49.24203, -123.111815"
2016,Theatre/Performance,V6B 5N6,"49.28046, -123.113401"
2016,Studio/Rehearsal,V5T 1B4,"49.2692732, -123.1017261"
2016,Community Space,V6K 1N6,"49.2680684, -123.1531395"
2016,Museum/Gallery,V6A 3Z7,"49.273743, -123.103652"
2016,Theatre/Performance,V6B 2G6,"49.277065, -123.125711"
2016,Community Space,V6A 2B2,"49.2778745, -123.0974061"
2016,Community Space,V6A 3V8,"49.279779792626, -123.091546208357"
2017,Studio/Rehearsal,V6H 3R7,"49.2700047, -123.1347122"
2017,Educational,V5T 1M4,"49.2648965, -123.1033467"
2017,Museum/Gallery,V6B 3A7,"49.2799985, -123.1179808"
2017,Museum/Gallery,V6B 6N9,"49.2809655, -123.1071802"
2017,Museum/Gallery,V6A 1R1,"49.2811369, -123.0913998"
2017,Studio/Rehearsal,V5L 2X5,"49.2714597, -123.0768205"
2017,Museum/Gallery,V5T 1V9,"49.262669, -123.102505"
2017,Community Space,V6B 4Y8,"49.276156, -123.110433"
2017,Museum/Gallery,V6B 4Y8,"49.27619, -123.110438"
2017,Studio/Rehearsal,V5Y 1M7,"49.263547, -123.105751"
2017,Theatre/Performance,V5Y 1A4,"49.270223, -123.108576"
2017,Theatre/Performance,V6A 2T7,"49.281052, -123.1001272"
2017,Museum/Gallery,V5T 1A6,"49.2687198, -123.0980394"
2017,Museum/Gallery,V6A 1X6,"49.280067, -123.098181"
2017,Educational,V5T 1E2,"49.267044, -123.089605"
2017,Museum/Gallery,V6H 4H7,"49.2657529, -123.1384021"
2017,Community Space,V5S 4C6,"49.2144480624969, -123.032066348148"
2017,Theatre/Performance,V6T 1Z1,"49.269523, -123.255108"
2017,Theatre/Performance,V6T 1Z1,"49.269509, -123.255184"
2017,Community Space,V6C 2L1,"49.2844929, -123.1203334"
2017,Museum/Gallery,V6H 3S2,"49.272369, -123.135541"
2017,Studio/Rehearsal,V5T 4T1,"49.2667885, -123.0982208"
2017,Studio/Rehearsal,V5Y 1N9,"49.2636714, -123.1134394"
2017,Museum/Gallery,V6P 6A5,"49.2064788, -123.1423354"
2017,Community Space,V5R 6C9,"49.2366135, -123.0328014"
2017,Museum/Gallery,V6B 6R5,"49.278238, -123.121183"
2017,Community Space,V5Y 0B1,"49.2717878, -123.1057142"
2017,Community Space,V6A 3V6,"49.280254, -123.103387"
2017,Studio/Rehearsal,V5Y 1L8,"49.2647531, -123.1078497"
2017,Theatre/Performance,V6T 1Z2,"49.2643788, -123.2543722"
2017,Museum/Gallery,V6H 3S2,"49.2721848, -123.1353489"
2017,Museum/Gallery,V5T 1J4,"49.2653017, -123.1040486"
2017,Studio/Rehearsal,V6A 1M4,"49.281749, -123.085078"
2017,Museum/Gallery,V5T 1E1,"49.267609, -123.09226"
2017,Community Space,V6H 3R8,"49.269397070325, -123.134020271425"
2017,Museum/Gallery,V5Y 1P1,"49.2630895, -123.1058083"
2017,Theatre/Performance,V6T 1Z2,"49.268215, -123.2572691"
2017,Museum/Gallery,V6B 1G4,"49.281719, -123.104947"
2017,Museum/Gallery,V5T 1A6,"49.269727, -123.098623"
2017,Museum/Gallery,V6H 3G5,"49.2638926, -123.1386339"
2017,Studio/Rehearsal,V5R 0B6,"49.234069, -123.038613"
2017,Studio/Rehearsal,V5R 0B6,"49.23408, -123.038603"
2017,Museum/Gallery,V5T 4R8,"49.26676, -123.09715"
2017,Community Space,V5K 2A3,"49.280678, -123.039369"
2017,Museum/Gallery,V5L 3X4,"49.273662, -123.069421"
2017,Community Space,V5T 3G7,"49.257332, -123.100944"
2017,Museum/Gallery,V6B 1A7,"49.2844721, -123.1081528"
2017,Community Space,V6C 3L5,"49.289387, -123.118259"
2017,Museum/Gallery, V5T1J5,"49.2652632, -123.1019214"
2017,Community Space,V5P 3A2,"49.2384815559383, -123.075480182997"
2017,Community Space,V6M 3W9,"49.2331853554205, -123.157092907213"
2017,Community Space,V5S 2X7,"49.2274099228807, -123.04439061748"
2017,Community Space,V6K 1B7,"49.2725956, -123.1573621"
2017,Theatre/Performance,V6B 0G6,"49.282766, -123.1076"
2017,Museum/Gallery,V6A 4J1,"49.2810651, -123.1017894"
2017,Educational,V5Y 2Z6,"49.225191, -123.108305"
2017,Theatre/Performance,V5V 2G8,"49.2480158, -123.1014023"
2017,Museum/Gallery,V6H 3S3,"49.271369, -123.135784"
2017,Theatre/Performance,V6G 3E2,"49.298848, -123.133438"
2017,Museum/Gallery,V6H 3G5,"49.264079, -123.1386272"
2017,Studio/Rehearsal,V6E 2C7,"49.283306, -123.134145"
2017,Studio/Rehearsal,"er, BC,","49.2680825, -123.1786705"
2017,Studio/Rehearsal,V6A 3P2,"49.276097, -123.07867"
2017,Theatre/Performance,V6P 5Z9,"49.20363, -123.1375815"
2017,Studio/Rehearsal,"er, BC,","49.2703062, -123.0770081"
2017,Community Space,V5X 3Z4,"49.215192, -123.087343"
2017,Museum/Gallery,V5T 1E1,"49.26761, -123.0921743"
2017,Museum/Gallery,V6T 1Z2,"49.2683878, -123.255944"
2017,Museum/Gallery,V6J 3J9,"49.276365, -123.144897"
2017,Studio/Rehearsal,V6A 3T8,"49.2689417, -123.0788058"
2017,Theatre/Performance,V6B 5G1,"49.279881, -123.12051"
2017,Cafe/Restaurant/Bar,V6H 3J8,"49.258518, -123.1386441"
2017,Cafe/Restaurant/Bar,V5T 1W4,"49.2631703, -123.1001783"
2017,Theatre/Performance,V6G 3L2,"49.2913154, -123.1295134"
2017,Studio/Rehearsal,V5L 1S1,"49.2825401, -123.0581806"
2017,Studio/Rehearsal,V6A 1Y7,"49.2792244, -123.0872408"
2017,Cafe/Restaurant/Bar,V6A 1P6,"49.2815471, -123.0952046"
2017,Museum/Gallery,V6J 1R2,"49.2652275, -123.0917358"
2017,Community Space,V5K 5J1,"49.28416, -123.037295"
2017,Community Space,V5K 5J1,"49.282263, -123.042992"
2017,Educational,V5K 5J1,"49.281965, -123.041812"
2017,Community Space,V5V 4E6,"49.2491288, -123.0902312"
2017,Cafe/Restaurant/Bar,V5L 1J2,"49.284993, -123.0650265"
2017,Studio/Rehearsal,V6A 3P2,"49.2761045, -123.0786643"
2017,Community Space,V6B 5N6,"49.27994, -123.113393"
2017,Community Space,V6A 3T1,"49.2807361611339, -123.084089333259"
2017,Studio/Rehearsal,V6A 1R8,"49.2811222, -123.0859896"
2017,Studio/Rehearsal,V5M 1Z4,"49.261332, -123.038973"
2017,Museum/Gallery,V6A 1S9,"49.2806995, -123.1031317"
2017,Theatre/Performance,V6A 1P1,"49.281272, -123.0983094"
2017,Community Space,V6B 6G1,"49.277049, -123.109143"
2017,Theatre/Performance,V6B 2G6,"49.277065, -123.125711"
2017,Studio/Rehearsal,V6B 2G6,"49.277074, -123.125727"
2017,Studio/Rehearsal,V6G 3E2,"49.295416, -123.150402"
2017,Studio/Rehearsal,V6H 3R9,"49.2719547, -123.134239"
2017,Museum/Gallery,V6B 1A1,"49.2837331, -123.105348"
2017,Community Space,V6E 1H8,"49.2815242, -123.1266077"
2017,Studio/Rehearsal,V5L 3T4,"49.276065, -123.071093"
2017,Studio/Rehearsal,V6H 3R5,"49.271656, -123.134975"
2017,Studio/Rehearsal,V5L 5C9,"49.284217, -123.069973"
2017,Studio/Rehearsal,V5Y 1J5,"49.2665809, -123.1112172"
2017,Studio/Rehearsal,V5Y 1K3,"49.265745, -123.106972"
2017,Studio/Rehearsal,V6B 2R5,"49.279207, -123.1153174"
2017,Community Space,V5M 3X3,"49.2636078361355, -123.032103721071"
2017,Museum/Gallery,"er, BC,","49.274169, -123.09379"
2017,Museum/Gallery,V6A 1T7,"49.280103, -123.098813"
2017,Museum/Gallery,V6H 3E9,"49.2666423, -123.1388698"
2017,Studio/Rehearsal,V6A 1Z5,"49.279451, -123.0779834"
2017,Museum/Gallery,V6M 4H1,"49.238472, -123.128627"
2017,Theatre/Performance,V6B 3M7,"49.276974, -123.124732"
2017,Museum/Gallery,V6G 3E2,"49.30067, -123.130997"
2017,Educational,V6H 3R9,"49.2718984, -123.1349366"
2017,Museum/Gallery,V5Y 1G1,"49.268419, -123.110397"
2017,Studio/Rehearsal,V5Y 1K6,"49.2655855, -123.1075911"
2017,Studio/Rehearsal,V5L 1K6,"49.2841727, -123.0652956"
2017,Studio/Rehearsal,V6A 4J1,"49.281763, -123.102125"
2017,Theatre/Performance,V5L 2H6,"49.276676, -123.065816"
2017,Studio/Rehearsal,V5Y 3J6,"49.268761, -123.098112"
2017,Educational,V5Y 1L6,"49.2647093, -123.1053882"
2017,Theatre/Performance,V6B 3L4,"49.280207, -123.119792"
2017,Educational,V5K 1Z8,"49.281396, -123.047414"
2017,Community Space,V6J 3J9,"49.276777, -123.146124"
2017,Studio/Rehearsal,V5M 3G9,"49.2608061, -123.0470996"
2017,Theatre/Performance,V6Z 1L2,"49.2799671, -123.1218259"
2017,Community Space,V6Z 2R9,"49.2801175, -123.1265368"
2017,Theatre/Performance,V6H 3R7,"49.270119, -123.135508"
2017,Studio/Rehearsal,V6J 1R1,"49.2663536, -123.1400604"
2017,Studio/Rehearsal,V5T 1S1,"49.2639078, -123.0986899"
2017,Museum/Gallery,V5T 1S1,"49.263916, -123.098654"
2017,Theatre/Performance,V5T 1S1,"49.263894, -123.098716"
2017,Studio/Rehearsal,V5L 2P5,"49.2740112, -123.0771637"
2016,Studio/Rehearsal,V6A 1Z7,"49.278453, -123.098829"
2016,Community Space,V6R 1K4,"49.271511, -123.205213"
2016,Museum/Gallery,"er, BC,","49.2639124, -123.2549451"
2016,Educational,V6A 1R6,"49.2810234, -123.0864434"
2016,Studio/Rehearsal,V5L 2G1,"49.277071, -123.075559"
2016,Studio/Rehearsal,V5L 1V9,"49.280458, -123.073608"
2016,Museum/Gallery,V6H 3J7,"49.2593906, -123.1383072"
2016,Theatre/Performance,V6H 3R9,"49.272124, -123.134362"
2016,Theatre/Performance,V6H 3J3,"49.261346, -123.1382118"
2016,Educational,V6H 3R8,"49.269611, -123.133395"
2016,Museum/Gallery,V6B 2J2,"49.282941, -123.104299"
2016,Museum/Gallery,V6B 6N9,"49.2809655, -123.1071802"
2016,Studio/Rehearsal,V5L 2X5,"49.2714597, -123.0768205"
2016,Studio/Rehearsal,V5T 1V9,"49.2626666, -123.102565"
2016,Community Space,V6B 4Y8,"49.276156, -123.110433"
2016,Cafe/Restaurant/Bar,V5T 0A9,"49.2603045, -123.0962422"
2016,Studio/Rehearsal,V5Y 1M7,"49.263547, -123.105751"
2016,Studio/Rehearsal,V5Y 1A4,"49.2702275, -123.108535"
2016,Educational,V5T 2C2,"49.2611004, -123.1021231"
2016,Studio/Rehearsal,V6J 1A9,"49.2756879, -123.1402263"
2016,Cafe/Restaurant/Bar,V5N 4B2,"49.2659754, -123.0693229"
2016,Community Space,V5V 1A6,"49.2559391, -123.1005648"
2016,Community Space,V6B 2R5,"49.279299, -123.114669"
2016,Theatre/Performance,V6B 2R5,"49.279079, -123.114496"
2016,Museum/Gallery,V6A 1Z6,"49.278676, -123.098671"
2016,Community Space,"ver, BC","49.293772, -123.148518"
2016,Museum/Gallery,V6H 4H7,"49.2657529, -123.1384021"
2016,Community Space,V5S 4C6,"49.2144480624969, -123.032066348148"
2016,Theatre/Performance,V6B 6N9,"49.280474, -123.106621"
2016,Studio/Rehearsal,V5T 4T1,"49.2667885, -123.0982208"
2016,Studio/Rehearsal,V6A 1W8,"49.2802238, -123.0789337"
2016,Museum/Gallery,V6B 1B6,"49.2843539, -123.109198"
2016,Museum/Gallery,V6B 2T4,"49.2762084, -123.119591"
2016,Community Space,V5Y 0B1,"49.2717878, -123.1057142"
2016,Community Space,V5N 4E4,"49.255421, -123.06845"
2016,Community Space,V6A 3V6,"49.280254, -123.103387"
2016,Theatre/Performance,V6T 1Z2,"49.2643788, -123.2543722"
2016,Community Space,V5Z 1Z8,"49.2529172469768, -123.121277422182"
2016,Museum/Gallery,V6H 3G4,"49.2648423, -123.1385998"
2016,Community Space,V6S 2H2,"49.2428154263277, -123.188251960704"
2016,Museum/Gallery,V5T 1J4,"49.2653017, -123.1040486"
2016,Museum/Gallery,V6H 3W7,"49.2710507, -123.136077"
2016,Studio/Rehearsal,V6A 1M4,"49.2817549, -123.0854969"
2016,Museum/Gallery,V6H 3G1,"49.2655257, -123.1385822"
2016,Educational,V6J 1J8,"49.2690422, -123.1396911"
2016,Educational,V6J 0E4,"49.2706035, -123.1432746"
2016,Museum/Gallery,V6J 1K2,"49.2688004, -123.1411548"
2016,Museum/Gallery,V6A 1K2,"49.2821, -123.102645"
2016,Museum/Gallery,V6J 1K7,"49.2689012, -123.1438197"
2016,Educational,V6B 1H4,"49.28243, -123.108696"
2016,Studio/Rehearsal,V5R 0B6,"49.23408, -123.038603"
2016,Museum/Gallery,V5T 4R8,"49.26676, -123.09715"
2016,Museum/Gallery,V6J 3J9,"49.276361, -123.144299"
2016,Museum/Gallery,V6R 3P3,"49.272817, -123.185988"
2016,Theatre/Performance,V5L 3X4,"49.2737114, -123.0694828"
2016,Museum/Gallery,V6B 1A7,"49.2844721, -123.1081528"
2016,Community Space,V6B 3A3,"49.2818067, -123.1152408"
2016,Museum/Gallery,V6H 4H7,"49.2661646, -123.1383868"
2016,Community Space,"ver, BC","49.289387, -123.118259"
2016,Educational,V5T 1M4,"49.2648965, -123.1033467"
2016,Community Space,V5Z 2N7,"49.233444, -123.125991"
2016,Community Space,V5N 4L9,"49.25716, -123.06391"
2016,Educational,V5W 1P3,"49.2319794, -123.0926825"
2016,Community Space,V5S 2X7,"49.2274099228807, -123.04439061748"
2016,Community Space,V6J 1S1,"49.26567, -123.14003"
2016,Museum/Gallery,"er, BC,","49.267681, -123.259146"
2016,Community Space,"ver, BC","49.302981, -123.131707"
2016,Studio/Rehearsal, V6A1M3,"49.2818014, -123.087695"
2016,Studio/Rehearsal,"er, BC,","49.2680825, -123.1786705"
2016,Studio/Rehearsal,V5W 1T7,"49.2303947, -123.082685"
2016,Studio/Rehearsal,V5X 3Z4,"49.215253, -123.087095"
2016,Community Space,V5T 3H7,"49.2641411, -123.1000824"
2016,Museum/Gallery,V6J 3J9,"49.276365, -123.144897"
2016,Theatre/Performance,V5Z 2N7,"49.233433, -123.126011"
2016,Studio/Rehearsal,V6A 1G5,"49.2833651, -123.0957216"
2016,Theatre/Performance,V6T 1Z2,"49.266904, -123.255994"
2016,Other,V6B 1H7,"49.282993, -123.109698"
2016,Theatre/Performance,V6B 5G1,"49.2803528, -123.1194108"
2016,Cafe/Restaurant/Bar,V6H 3J8,"49.258518, -123.1386441"
2016,Studio/Rehearsal,V6A 1Y7,"49.2792244, -123.0872408"
2016,Cafe/Restaurant/Bar,V6A 1P6,"49.2815471, -123.0952046"
2016,Theatre/Performance,V6H 3R8,"49.269212, -123.132002"
2016,Studio/Rehearsal,V6A 2Z9,"49.2781751, -123.0970675"
2016,Community Space,V5K 5J1,"49.28416, -123.037295"
2016,Educational,V5K 5J1,"49.281965, -123.041812"
2016,Community Space,V5V 4E6,"49.2491288, -123.0902312"
2016,Studio/Rehearsal,V5L 3L1,"49.2833711, -123.0740061"
2016,Studio/Rehearsal,V6B 1H4,"49.28238, -123.108643"
2016,Studio/Rehearsal,V5L 2P7,"49.2737909, -123.0752583"
2016,Cafe/Restaurant/Bar,V5L 2H2,"49.2766419, -123.0704625"
2016,Other,V5T 3E2,"49.263726, -123.100748"
2016,Cafe/Restaurant/Bar,V6B 2R9,"49.2764562, -123.1202261"
2016,Museum/Gallery,V6A 4J1,"49.281336, -123.1019396"
2016,Community Space,V5M 2Y3,"49.2524249068635, -123.042958058734"
2016,Theatre/Performance,V6A 1P1,"49.281272, -123.0983094"
2016,Museum/Gallery,V6G 1J6,"49.286863, -123.132187"
2016,Educational,V5T 1M6,"49.264581, -123.101954"
2016,Studio/Rehearsal,V6G 3E2,"49.295416, -123.150402"
2016,Community Space,V6E 1H8,"49.2815242, -123.1266077"
2016,Community Space,V6A 1L4,"49.2825039, -123.0971846"
2016,Studio/Rehearsal,V5P 1N1,"49.230484, -123.065163"
2016,Cafe/Restaurant/Bar,V6A 2V8,"49.276514, -123.1001"
2016,Studio/Rehearsal,V6A 4H6,"49.2844308, -123.09843"
2016,Cafe/Restaurant/Bar,V6B 1C8,"49.2826173, -123.1050522"
2016,Studio/Rehearsal,V6B 2R5,"49.279207, -123.1153174"
2016,Community Space,V5M 3X3,"49.2636078361355, -123.032103721071"
2016,Museum/Gallery,V6J 1L6,"49.267975, -123.139461"
2016,Cafe/Restaurant/Bar,V6C 1V4,"49.2849231, -123.1143101"
2016,Museum/Gallery,V6T 1Z2,"49.26907, -123.259174"
2016,Museum/Gallery,V6H 3E9,"49.2666423, -123.1388698"
2016,Studio/Rehearsal,V6A 1Z5,"49.279451, -123.0779834"
2016,Community Space,V5L 1S9,"49.2813439, -123.0724904"
2016,Museum/Gallery,V6G 3E2,"49.30067, -123.130997"
2016,Museum/Gallery,V6Z 2H7,"49.283158, -123.120932"
2016,Museum/Gallery,V6E 0A8,"49.286205, -123.124298"
2016,Educational,V6H 3R9,"49.2718984, -123.1349366"
2016,Museum/Gallery,V5Z 2N7,"49.233442, -123.126013"
2016,Educational,V5Y 1L6,"49.2647093, -123.1053882"
2016,Museum/Gallery,V6A 1L3,"49.282247, -123.0987999"
2016,Educational,V6B 3L4,"49.280221, -123.119768"
2016,Theatre/Performance,V6H 3R7,"49.270119, -123.135508"
2016,Studio/Rehearsal,V6J 1R1,"49.2663536, -123.1400604"
2016,Studio/Rehearsal,V5T 1S1,"49.2639078, -123.0986899"
2016,Studio/Rehearsal,V5L 2P5,"49.2740112, -123.0771637"
2016,Theatre/Performance,V5Z 3Y8,"49.2600654, -123.1151069"
2015,Museum/Gallery,V6J 2C7,"49.261938, -123.151123"
2015,Museum/Gallery,V6A 1Z6,"49.278786, -123.098796"
2015,Museum/Gallery,V6Z 1N9,"49.2803099, -123.1228359"
2015,Theatre/Performance,V5Y 1M8,"49.263974, -123.105108"
2015,Museum/Gallery,V6B 2N5,"49.2817199, -123.1095005"
2015,Museum/Gallery,V6H 3J7,"49.2593906, -123.1383072"
2015,Studio/Rehearsal,V5A 2P2,"49.270111, -123.098517"
2015,Museum/Gallery,V6B 2J2,"49.282941, -123.104299"
2015,Museum/Gallery,V6B 3A7,"49.2799985, -123.1179808"
2015,Museum/Gallery,V6B 1H4,"49.282395, -123.108715"
2015,Museum/Gallery,V6B 6N9,"49.2809655, -123.1071802"
2015,Museum/Gallery,V6A 1R1,"49.2811369, -123.0913998"
2015,Museum/Gallery,V6H 3J9,"49.258496, -123.1391799"
2015,Museum/Gallery,V6B 4Y8,"49.27619, -123.110438"
2015,Museum/Gallery,V5Y 2M5,"49.242077, -123.113759"
2015,Theatre/Performance,V5Y 1A4,"49.270223, -123.108576"
2015,Educational,V5T 2C2,"49.2611004, -123.1021231"
2015,Café/Restaurant/Bar,V5N 4B2,"49.2659754, -123.0693229"
2015,Museum/Gallery,V6Z 1B7,"49.278055, -123.127484"
2015,Community Space,V6B 2R5,"49.279299, -123.114669"
2015,Museum/Gallery,V6H 4H7,"49.2657529, -123.1384021"
2015,Museum/Gallery,V6H 2R9,"49.270485, -123.132876"
2015,Museum/Gallery,V6J 3J9,"49.276084, -123.142663"
2015,Studio/Rehearsal,V6A 1W8,"49.2802238, -123.0789337"
2015,Studio/Rehearsal,V5T 4T1,"49.2667885, -123.0982208"
2015,Educational,"er, BC,","49.2571788, -123.08964"
2015,Museum/Gallery,V6B 2T4,"49.2762084, -123.119591"
2015,Museum/Gallery,V6P 6A5,"49.2064788, -123.1423354"
2015,Community Space,V5R 6C9,"49.2366135, -123.0328014"
2015,Studio/Rehearsal,V6A 1C2,"49.2841198, -123.0985607"
2015,Café/Restaurant/Bar,V5V 3R3,"49.2448437, -123.1012058"
2015,Museum/Gallery,V5N 4A3,"49.2683622, -123.0692806"
2015,Café/Restaurant/Bar,V6A 2W1,"49.2762334, -123.0997603"
2015,Museum/Gallery,V6H 3G1,"49.2655257, -123.1385822"
2015,Educational,V6H 2R9,"49.270461, -123.132857"
2015,Educational,V6J 1J8,"49.2690422, -123.1396911"
2015,Educational,V6J 0E4,"49.2706035, -123.1432746"
2015,Museum/Gallery,V6J 1K2,"49.2688004, -123.1411548"
2015,Theatre/Performance,V6Z 1L2,"49.2784977, -123.1235587"
2015,Theatre/Performance,V6A 1L3,"49.282083, -123.097921"
2015,Studio/Rehearsal,V6H 3R8,"49.2698934, -123.1343033"
2015,Museum/Gallery,V5T 1B8,"49.2680645, -123.0981191"
2015,Community Space,"ver, BC","49.269463, -123.134845"
2015,Studio/Rehearsal,V5R 0B6,"49.234069, -123.038613"
2015,Museum/Gallery,V6J 3J9,"49.276361, -123.144299"
2015,Studio/Rehearsal,V6J 3R4,"49.2770875, -123.1500693"
2015,Studio/Rehearsal,V6Z 1L3,"49.2799092, -123.1221484"
2015,Museum/Gallery,V6T 1Z1,"49.266025, -123.249913"
2015,Community Space,"er, BC,","49.285278, -123.141944"
2015,Museum/Gallery,V6H 3G1,"49.2654685, -123.1389124"
2015,Community Space,V5T 3G7,"49.257332, -123.100944"
2015,Community Space,V5T 1Z4,"49.2617605, -123.1021053"
2015,Museum/Gallery,V5T 3C7,"49.2653981, -123.1007282"
2015,Educational,V5T 1M4,"49.2648965, -123.1033467"
2015,Studio/Rehearsal,V6P 2N4,"49.2128612, -123.1384686"
2015,Community Space,V5S 2X7,"49.2274099228807, -123.04439061748"
2015,Community Space,V6J 1S1,"49.26567, -123.14003"
2015,Studio/Rehearsal,V6A 1Y5,"49.2788158, -123.0884454"
2015,Museum/Gallery,V5T 0B4,"49.2646046, -123.0992862"
2015,Theatre/Performance,V6G 3E2,"49.298848, -123.133438"
2015,Community Space,V6P 1X9,"49.2144740996897, -123.127481913823"
2015,Studio/Rehearsal,"er, BC,","49.2680825, -123.1786705"
2015,Studio/Rehearsal,V5W 1T7,"49.2303947, -123.082685"
2015,Museum/Gallery,V6T 1Z2,"49.2683878, -123.255944"
2015,Theatre/Performance,V5Z 2N7,"49.233433, -123.126011"
2015,Studio/Rehearsal,V5N 3J7,"49.267481, -123.075658"
2015,Theatre/Performance,V6T 1Z2,"49.266904, -123.255994"
2015,Theatre/Performance,V6G 3L2,"49.2913154, -123.1295134"
2015,Café/Restaurant/Bar,V6A 1P6,"49.2815471, -123.0952046"
2015,Museum/Gallery,V6C 3E8,"49.283709, -123.119963"
2015,Community Space,V5Z 3G9,"49.229111, -123.117654"
2015,Studio/Rehearsal,V6G 3L2,"49.29119, -123.130114"
2015,Community Space,V5K 3N7,"49.285856, -123.042747"
2015,Studio/Rehearsal,V6B 1H4,"49.28238, -123.108643"
2015,Café/Restaurant/Bar,V5L 1J2,"49.284993, -123.0650265"
2015,Café/Restaurant/Bar,V5L 2H2,"49.2766419, -123.0704625"
2015,Studio/Rehearsal,V5Y 2M5,"49.24203, -123.111815"
2015,Café/Restaurant/Bar,V6B 2R9,"49.2764562, -123.1202261"
2015,Studio/Rehearsal,V5T 1B4,"49.2692732, -123.1017261"
2015,Community Space,V5M 2Y3,"49.2524249068635, -123.042958058734"
2015,Museum/Gallery,V6G 1J6,"49.286863, -123.132187"
2015,Community Space,V6K 1N6,"49.2680684, -123.1531395"
2015,Community Space,V6A 3K1,"49.27895, -123.084646"
2015,Museum/Gallery,V6B 3J5,"49.283183, -123.114585"
2015,Museum/Gallery,V6A 3Z7,"49.273743, -123.103652"
2015,Studio/Rehearsal,V5R 1V6,"49.244559, -123.0483891"
2015,Museum/Gallery,V6B 1A1,"49.2837331, -123.105348"
2015,Theatre/Performance,V6K 2L2,"49.2630518, -123.1765215"
2015,Community Space,V5X 0A1,"49.22286659427, -123.100610434694"
2015,Museum/Gallery,V6B 0B2,"49.2841655, -123.1119735"
2015,Museum/Gallery,V6A 1T6,"49.2804859, -123.1015866"
2015,Studio/Rehearsal,V5L 5C9,"49.284217, -123.069973"
2015,Studio/Rehearsal,V6A 4H6,"49.2844308, -123.09843"
2015,Educational,V5X 2R5,"49.2113805, -123.1125632"
2015,Studio/Rehearsal,V6B 2R5,"49.279207, -123.1153174"
2015,Studio/Rehearsal,"er, BC,","49.2064027, -123.1179859"
2015,Community Space,V5M 3X3,"49.2636078361355, -123.032103721071"
