Coordinates,Count
"49.2703948418813, -123.09889220551",1
"49.2443590275821, -123.102209567809",1
"49.2637830932791, -123.131701597315",2
"49.2548544989431, -123.0823906327",1
"49.2640184486896, -123.205037456808",2
"49.2306424540539, -123.091025082522",1
"49.2816084957177, -123.098604792611",1
"49.2806962435694, -123.102852890359",3
"49.2662628531476, -123.214902186707",1
"49.2764379829116, -123.101474083975",3
"49.2261661106689, -123.066648252531",2
"49.2736028437543, -123.059698712118",1
"49.2208792889446, -123.081944347705",1
"49.2591709029409, -123.115376496209",1
"49.2041012825174, -123.130069119996",1
"49.2648762760796, -123.149630032228",1
"49.2812563305607, -123.080245174472",3
"49.2591004464038, -123.139154096911",2
"49.2550605928785, -123.089471792416",6
"49.2588752363333, -123.153410678256",2
"49.2468375055976, -123.068124565974",1
"49.263426870986, -123.14790315211",6
"49.2625738042388, -123.063332973803",1
"49.2629305246205, -123.110713692794",4
"49.2847287423692, -123.117258551246",1
"49.2147269879552, -123.145834488697",1
"49.2680322229936, -123.10493348585",1
"49.2771665023523, -123.10087893969",4
"49.2771739520913, -123.10068100555",4
"49.2774336408921, -123.101506001984",4
"49.2775772489773, -123.079984088382",1
"49.2633928280366, -123.057117866037",1
"49.2744932260135, -123.078151943535",1
"49.2627077335853, -123.103421268939",1
"49.2817950796214, -123.026249774856",1
"49.2641639407314, -123.099361823721",2
"49.2836258688732, -123.088508108518",3
"49.264645399198, -123.163049675996",1
"49.2629090844458, -123.058518854274",1
"49.2608645349206, -123.102826032673",1
"49.2524423801993, -123.082612267806",1
"49.2799137969962, -123.08908849921",1
"49.2776705399193, -123.086198422674",1
"49.2333374194121, -123.100544317809",1
"49.2834188815899, -123.097971757726",3
"49.2818400083664, -123.090026164051",3
"49.238437287082, -123.049011326697",3
"49.2780382617694, -123.085242172586",3
"49.2511758553681, -123.067748036214",1
"49.2814916820732, -123.066438892001",4
"49.2826247183912, -123.078878316785",8
"49.2351413619611, -123.065069395275",1
"49.2426530615908, -123.058124379945",1
"49.2675342946602, -123.153213921902",1
"49.2675355053609, -123.153318393099",1
"49.2687649023808, -123.04901675586",1
"49.2541199518327, -123.085055987625",3
"49.2687437802869, -123.05572749965",1
"49.2800196732769, -123.070672184603",3
"49.2817907459846, -123.086835352599",10
"49.2639662722947, -123.178692167845",8
"49.2791980416036, -123.098918068993",6
"49.268282484516, -123.112248894563",2
"49.2441915581702, -123.060117700807",1
"49.2881817749118, -123.042762797285",1
"49.2883824794865, -123.037408258681",1
"49.2770657206119, -123.080526967604",2
"49.2349499421355, -123.184897102073",1
"49.2430328036862, -123.068998361156",1
"49.2708332373003, -123.076875904773",1
"49.2314369388628, -123.06315396366",1
"49.2719201127338, -123.108732970689",1
"49.2322720374577, -123.061761614852",2
"49.250365985073, -123.185590337184",1
"49.2830188473368, -123.110947996662",2
"49.26355359542, -123.073979273068",1
"49.2768713656116, -123.063060969043",1
"49.2714570485663, -123.098734219734",1
"49.2710990096236, -123.099597444222",1
"49.2556886368258, -123.09037606582",1
"49.2100874142014, -123.139529855506",1
"49.2578856073849, -123.043845665827",1
"49.2735417251739, -123.051301092935",1
"49.2320118619748, -123.034268406837",1
"49.2573440402308, -123.087483353207",2
"49.2575830357065, -123.184697098895",2
"49.270721914385, -123.107601837814",1
"49.2502923400713, -123.038353496116",1
"49.2780512360335, -123.076809676668",10
"49.2814838295274, -123.091680979888",8
"49.2146573711101, -123.141158724826",1
"49.2684459959269, -123.071912349301",1
"49.2593749209521, -123.079980369237",3
"49.2486013774837, -123.05765263129",1
"49.2805216406988, -123.093845525517",1
"49.2676853332793, -123.162759362086",1
"49.2625206905051, -123.167771369468",1
"49.2778150393324, -123.072438021496",1
"49.2488482179227, -123.140340136112",1
"49.2833214819598, -123.097546315427",1
"49.2759231468426, -123.058814667484",1
"49.2584131723117, -123.046053218613",2
"49.2395675963711, -123.15722907686",1
"49.2810650971313, -123.101789365759",7
"49.280018210452, -123.1204510387",1
"49.2801164199314, -123.12030416133",1
"49.2801677710384, -123.120228665504",1
"49.2803451371049, -123.119761786351",1
"49.2818325624629, -123.089199931902",3
"49.2654303005181, -123.176117644035",1
"49.2827156509953, -123.108077348112",1
"49.2467706881986, -123.102115315841",1
"49.2883707178815, -123.052259046437",1
"49.2434738221648, -123.100385958805",1
"49.2436424847005, -123.100383841404",1
"49.2680903409461, -123.167908743383",4
"49.2780616885739, -123.086388299331",1
"49.2653499453797, -123.070055779586",3
"49.2617888811463, -123.17813962629",1
"49.2804559607701, -123.090308653979",1
"49.2846029783938, -123.056088416176",2
"49.2818438971467, -123.090230079012",2
"49.2381149741739, -123.030214737299",1
"49.2772705482501, -123.092259347753",1
"49.2242364945444, -123.090051695631",1
"49.2796657114852, -123.094554014081",1
"49.2790097287927, -123.084018957318",1
"49.2678466284026, -123.151664458668",1
"49.2808028803972, -123.087807708035",2
"49.2666364889467, -123.070844308778",1
"49.2801450401666, -123.100549712679",2
"49.2526875161534, -123.098824605069",1
"49.2260526553986, -123.027623786544",1
"49.2833462287638, -123.094536328404",3
"49.2710011201061, -123.065110909759",1
"49.2692355326829, -123.05825626522",1
"49.217201503372, -123.108383885968",1
"49.2755420202087, -123.036705513893",1
"49.2778382406405, -123.07172708921",1
"49.2844423493311, -123.107959128215",2
"49.2647620417969, -123.17098868856",1
"49.2825605967105, -123.106278290041",1
"49.277673485483, -123.040520290859",1
"49.2806102453793, -123.098437672702",3
"49.2714635352288, -123.179316984482",1
"49.2578496309636, -123.02987522199",1
"49.2667652378483, -123.21490094597",1
"49.2837081777753, -123.093083375939",2
"49.2572715918247, -123.121028507859",1
"49.2785261109079, -123.106624242698",1
"49.2840684918765, -123.089014912023",1
"49.2611318088983, -123.072155461487",1
"49.2627766928693, -123.089706930235",1
"49.2480574883663, -123.043114840666",1
"49.2756169294136, -123.127925150394",1
"49.2836319148803, -123.088822998589",1
"49.252819255574, -123.066696783512",2
"49.2800808056943, -123.097580318838",2
"49.2291232867214, -123.058472375468",1
"49.2629292228399, -123.116555459207",1
"49.2575217493077, -123.043850139799",2
"49.2834582908847, -123.110457415108",1
"49.2824942017339, -123.096854728919",2
"49.2640277080178, -123.181583706793",1
"49.2833040480446, -123.072023851071",1
"49.2543984662884, -123.183398230659",1
"49.2770102398829, -123.076987792246",1
"49.2750815529154, -123.067956110102",1
"49.2643549287062, -123.101849444003",2
"49.233324935309, -123.099910366015",1
"49.2606362665928, -123.148479968488",1
"49.282511257938, -123.075463643496",1
"49.2805055717974, -123.051663075805",1
"49.2807642636451, -123.085845051798",1
"49.2363535139541, -123.065042194683",1
"49.2781250725283, -123.084632693107",1
"49.2491045163384, -123.094408041513",1
"49.2799908788468, -123.094674129799",1
"49.21392761726, -123.119690737036",1
"49.233782911357, -123.114959785662",1
"49.2812340123857, -123.106905139782",2
"49.2618849045754, -123.08748252856",2
"49.2393723979966, -123.065774940485",1
"49.2539129356612, -123.084602931576",1
"49.277116407064, -123.089502717402",1
"49.2628148107023, -123.186542005007",1
"49.26620651313, -123.103917200871",1
"49.2821798945077, -123.113348160417",1
"49.2386235962305, -123.154538039842",1
"49.2276422353161, -123.148409835284",1
"49.2627195362653, -123.103991424031",1
"49.2564506512626, -123.024266023525",1
"49.2777865319606, -123.092796064104",1
"49.2472519237947, -123.065529401575",1
"49.2778036679533, -123.093075453356",1
"49.2804966763602, -123.092150050216",1
"49.2818121838662, -123.088221605438",1
"49.2814134906241, -123.053908682339",7
"49.2621839593522, -123.092089393174",19
"49.2836572045156, -123.099105383302",8
"49.2754331581651, -123.062003323933",1
"49.2857826066763, -123.133562538463",1
"49.279202307457, -123.122508356606",1
"49.2804048430989, -123.121881906531",4
"49.2723403637643, -123.062514838115",1
"49.2631533529474, -123.086709196501",1
"49.2818105718909, -123.056840615218",1
"49.2635651386108, -123.100557859402",7
"49.2768706926648, -123.063337460343",1
"49.2513622682513, -123.114899752994",1
"49.2514544725158, -123.114896531671",1
"49.2515480287924, -123.114890565219",1
"49.207768601135, -123.140166650383",3
"49.2760334742999, -123.125368494371",14
"49.274509910152, -123.06007931061",1
"49.28085079609, -123.024852787323",4
"49.267933672234, -123.157231675659",2
"49.2808712281129, -123.051657820511",1
"49.2214909273452, -123.083245840629",2
"49.2662375724112, -123.106017569691",3
"49.2662466002581, -123.106461426546",3
"49.27510174457, -123.06878133659",2
"49.2808401442991, -123.08997496986",1
"49.2819781151456, -123.09658287608",1
"49.2681441177475, -123.099656417931",1
"49.2813997173864, -123.123105292406",1
"49.276976022998, -123.074461015059",7
"49.282277607863, -123.104821494505",3
"49.2593905694426, -123.138307243879",2
"49.2630182016568, -123.120131523468",2
"49.2387984956199, -123.064974642237",10
"49.2627641711892, -123.088658554441",7
"49.2545334216147, -123.115634647694",1
"49.2639784628682, -123.143743446815",2
"49.273702258934, -123.057044919372",5
"49.2391128752948, -123.064997873167",2
"49.2355910887601, -123.06587823448",8
"49.2797561341366, -123.103282272368",3
"49.2643500634243, -123.169773335075",1
"49.2584131723117, -123.046053218613",5
"49.2667674050047, -123.106957536263",1
"49.2621757370377, -123.089607803367",7
"49.2828121269301, -123.093067884384",2
"49.2689146168722, -123.10379719423",1
"49.2654737274384, -123.095157355073",1
"49.2792381637609, -123.128300527538",3
"49.2683131564683, -123.148526936258",2
"49.2360145102788, -123.155873993617",1
"49.2496576959216, -123.076534334612",2
"49.2529222506091, -123.08250835718",12
"49.2792319301488, -123.078476193285",1
"49.2539827842202, -123.090845372224",1
"49.2638482274214, -123.170800252596",21
"49.2679236087922, -123.097111237571",1
"49.2778272461588, -123.070885495737",2
"49.2760894625822, -123.076096417887",2
"49.2849176269703, -123.117015064474",2
"49.280193481255, -123.121010921796",5
"49.2826590031753, -123.112336398426",2
"49.2598114252177, -123.068527118021",1
"49.2791047496562, -123.129812453733",4
"49.2631024686928, -123.127093253645",3
"49.2808774271452, -123.046082190459",6
"49.2828799456441, -123.097086030264",3
"49.2569171122575, -123.0910308564",7
"49.281509495321, -123.092378021973",3
"49.2295473975857, -123.051975523211",1
"49.2820721052097, -123.081015672987",2
"49.2759720032422, -123.082266213374",1
"49.2762495107484, -123.082257738615",1
"49.256633463386, -123.089025716876",6
"49.2791964194452, -123.098816474734",5
"49.2772413889319, -123.0660914799",2
"49.279695827697, -123.07441361933",1
"49.2796979605425, -123.074857731934",1
"49.2782884639195, -123.076500905556",1
"49.2786690753706, -123.119473608845",1
"49.268554970177, -123.105761979743",2
"49.2816720528407, -123.101537085353",8
"49.2815449095874, -123.095094432715",1
"49.2816628761811, -123.100819775351",8
"49.282067034978, -123.10243970124",7
"49.2615326330511, -123.111685925564",1
"49.2785497028978, -123.124698501144",13
"49.2574452620513, -123.090509624623",2
"49.2789380487689, -123.124917963735",1
"49.2643475849174, -123.169623507894",3
"49.2633131287616, -123.09931004408",1
"49.2638472663268, -123.136406561952",1
"49.2668667721035, -123.141253999462",1
"49.2674772743505, -123.100417507406",10
"49.2832789710579, -123.090389200882",3
"49.2807562382841, -123.123720062021",1
"49.2630770115648, -123.125712555646",5
"49.2560177850811, -123.185528741508",3
"49.2440026612982, -123.063475299004",7
"49.2803014028144, -123.13168317065",3
"49.2630594469891, -123.097683866669",7
"49.2743389982692, -123.109269426053",2
"49.2698548486166, -123.101109100879",3
"49.2834345087407, -123.075622518844",1
"49.2503210157691, -123.04207780507",1
"49.2787198727643, -123.129073709265",3
"49.2742312870043, -123.123313297503",1
"49.2391951929535, -123.052998592799",4
"49.2377712359548, -123.049952356012",3
"49.2875541372509, -123.137478861433",1
"49.257143689913, -123.114632887751",5
"49.2639008082374, -123.139530702485",2
"49.2639040656989, -123.139738119296",2
"49.2657189577516, -123.138908965056",2
"49.2836865871596, -123.111926364132",11
"49.2673792264765, -123.143779140347",2
"49.2673901305551, -123.144405150098",2
"49.2635561185254, -123.074252794497",2
"49.263557377614, -123.074393005115",2
"49.2635577387951, -123.074530451721",2
"49.2679753140166, -123.155380944472",3
"49.2649172037749, -123.104435923089",2
"49.2705057200299, -123.135198700037",1
"49.2706861686385, -123.135501618138",1
"49.2707834541747, -123.135637494968",1
"49.2512611158909, -123.068489174145",1
"49.2797169117921, -123.09888517396",10
"49.2634660711214, -123.207761394303",9
"49.2805442446941, -123.071578904794",2
"49.2744996754006, -123.080122252678",6
"49.262866659627, -123.111740518976",2
"49.2827506580941, -123.103941992172",4
"49.2833456260687, -123.067428585255",1
"49.2426161496478, -123.059037938864",8
"49.2507689188946, -123.091855474921",1
"49.2695304301747, -123.104870722469",11
"49.2872327034416, -123.141444306102",1
"49.2620202397429, -123.064968344965",2
"49.2845398394201, -123.05926398041",1
"49.2820170012407, -123.136487800354",5
"49.2477108365536, -123.033366810935",3
"49.2806102453793, -123.098437672702",3
"49.2142965110013, -123.088289698289",1
"49.2677776688312, -123.106368679012",4
"49.2633075973236, -123.109141487646",8
"49.2633097317913, -123.109262458045",8
"49.235014594243, -123.17285210422",8
"49.2812599097261, -123.079635388816",1
"49.2342357125657, -123.153533017242",1
"49.2845830143277, -123.114202099026",1
"49.280571764089, -123.072869099628",1
"49.2808403025697, -123.089771478886",3
"49.2632159841625, -123.104646279984",5
"49.2824373870823, -123.114890838083",14
"49.2761512243686, -123.130245178204",5
"49.2464756118018, -123.068637320705",3
"49.269062108849, -123.140053644456",1
"49.2690396805674, -123.139498649561",1
"49.2806994852231, -123.1031316656",4
"49.2837576292798, -123.098238495615",11
"49.2838019240292, -123.098193207839",11
"49.2807281387964, -123.100141001669",2
"49.2655932164551, -123.138899265358",5
"49.2832812183075, -123.113486260577",4
"49.2627945078481, -123.092383848432",10
"49.2658869265889, -123.108224155208",1
"49.2843178408992, -123.10995950883",1
"49.2508857913143, -123.09956778188",1
"49.2726086774804, -123.148639320181",7
"49.2687189514109, -123.033448881441",1
"49.2678643226463, -123.043771153107",1
"49.2819182540576, -123.070133076669",3
"49.2818316993831, -123.117897724969",2
"49.2050079064203, -123.12306151548",4
"49.2857561954714, -123.129381418943",1
"49.2700432142699, -123.087203948391",2
"49.2523123728606, -123.064931666639",1
"49.2626577419336, -123.102214217418",12
"49.2817814590256, -123.086312340056",11
"49.2911412121291, -123.144101398772",1
"49.2436342785571, -123.062702690789",1
"49.2714957645206, -123.065256589607",2
"49.2829256767095, -123.109636561032",3
"49.2831356847985, -123.109667400476",3
"49.2828082564434, -123.092858630257",2
"49.2210646697645, -123.066257340101",2
"49.2807608306762, -123.085634666466",5
"49.2880978666862, -123.14014595066",2
"49.2882862199086, -123.13985360544",1
"49.2594650287984, -123.077962726069",4
"49.2679191375078, -123.156342274677",1
"49.2818650632254, -123.065841048204",2
"49.265860114778, -123.103116348814",1
"49.2878720003484, -123.128230314012",1
