Coordinates,Count
"49.2815016652262, -123.129895454096",2
"49.2677417992274, -123.144799456749",2
"49.2813460317487, -123.084335811061",6
"49.2805972951923, -123.097809315725",4
"49.247535895965, -123.06972169353",5
"49.2661489850936, -123.101308203124",6
"49.2679953603869, -123.103256401368",3
"49.2680900018454, -123.103041476055",2
"49.2714654642483, -123.157147208266",1
"49.2833805375253, -123.096558334815",4
"49.2456892808742, -123.103480537945",1
"49.2819348825524, -123.095066431919",4
"49.2721094298759, -123.098359280531",1
"49.2807050501541, -123.103557536527",8
"49.2685789018209, -123.09170354058",2
"49.2665420677309, -123.100389465684",1
"49.2666626097808, -123.100382150234",1
"49.2735061336881, -123.0653396636",2
"49.279575498229, -123.123127411227",15
"49.2344376546462, -123.172781243609",1
"49.2899244915969, -123.133768000872",4
"49.2805330500009, -123.094635445851",1
"49.243342551622, -123.045175637731",2
"49.2432206394512, -123.045266890605",1
"49.2427585665917, -123.045715041108",1
"49.2496598670205, -123.114972667992",1
"49.2833314813131, -123.09386860899",5
"49.2809438541232, -123.094894652621",3
"49.2815223018359, -123.124809214405",1
"49.2805064658504, -123.099249885802",8
"49.2769631133142, -123.073125427763",2
"49.2819569158941, -123.096148577261",1
"49.274924913341, -123.123213733035",1
"49.2758720408491, -123.099499558387",26
"49.2830451141682, -123.132617516904",1
"49.2831332815354, -123.132761441365",1
"49.2791110942198, -123.099295578191",5
"49.2890418872793, -123.133284097409",2
"49.2592356497556, -123.077964426267",7
"49.2773631265374, -123.075231263088",2
"49.2513423383508, -123.101333044726",1
"49.2645261603594, -123.069347288341",5
"49.2860979713168, -123.138488816081",1
"49.2366825324255, -123.065043395987",1
"49.2915496127648, -123.134935657747",2
"49.2722419180458, -123.15070053305",1
"49.2759595600029, -123.069130506307",2
"49.2824597829029, -123.072276828884",1
"49.2893125487079, -123.137977054274",1
"49.2666536790632, -123.185384468887",1
"49.2637391213605, -123.186146797687",10
"49.2502304048104, -123.077006890262",11
"49.2622025729091, -123.139048137346",1
"49.2693270547935, -123.13878520656",1
"49.2683122846559, -123.184571123003",1
"49.2348630661325, -123.157576421036",1
"49.2574802982625, -123.075387035469",1
"49.2678364330066, -123.045138931137",1
"49.2809204909941, -123.062466972877",3
"49.2806932213409, -123.102711141824",6
"49.2738925273477, -123.081854523828",1
"49.2808649407547, -123.047550190068",6
"49.2632553171224, -123.106393003535",13
"49.2039361393138, -123.129370943574",3
"49.2769935383402, -123.07600570861",2
"49.2689596336865, -123.106841240709",1
"49.26913552691, -123.05490739165",6
"49.2691371929997, -123.055186454202",6
"49.2691388590819, -123.05546412841",6
"49.2397815023997, -123.052704594897",5
"49.2829271018687, -123.114945724512",11
"49.2671237998698, -123.105089537521",1
"49.2799251208979, -123.129947052567",1
"49.2677090644919, -123.108982301798",3
"49.2697678222265, -123.043678234843",3
"49.2558510742761, -123.088796019898",2
"49.225867776774, -123.101252167819",3
"49.2783284697195, -123.123825463772",4
"49.2674089247689, -123.146254823771",1
"49.2674136048398, -123.146465833828",1
"49.2307505902908, -123.090228498365",5
"49.2308391939796, -123.09022797295",5
"49.2238442587594, -123.066199983059",1
"49.2239890946645, -123.066194545749",1
"49.2482361514914, -123.184864255134",1
"49.2735223545837, -123.057046086656",2
"49.2808103981416, -123.088329923637",2
"49.2195938983306, -123.066303382464",2
"49.2574692144859, -123.069463272279",4
"49.2817869618475, -123.122111522365",2
"49.2674873300105, -123.065598216877",1
"49.2724432884134, -123.069979918319",5
"49.2618165438141, -123.093241209251",2
"49.2619847619226, -123.139883569724",2
"49.2404334988739, -123.03472365072",1
"49.2833041569074, -123.133016950659",1
"49.2834325675189, -123.133208285409",1
"49.2835573748297, -123.133403873985",1
"49.2649489530901, -123.138103669636",2
"49.285986282363, -123.129710941136",2
"49.2758860591265, -123.120664258216",2
"49.2683613560024, -123.15132509573",2
"49.2643405908836, -123.169185023813",6
"49.2659124062992, -123.141740180438",3
"49.2664209170314, -123.141363377217",1
"49.2822045370432, -123.08199077743",3
"49.2822062623701, -123.082094591196",3
"49.2668895584629, -123.14651855001",1
"49.240788879898, -123.054943194014",1
"49.2571389552154, -123.114427421533",3
"49.2782915674878, -123.098752894045",15
"49.2782923776566, -123.098857385796",15
"49.2452985154055, -123.100860278227",2
"49.2453650812208, -123.100859039853",2
"49.2837004938856, -123.101534938843",8
"49.2215061743089, -123.082870558695",1
"49.2586042835267, -123.042804469449",10
"49.2516529798682, -123.100581096893",1
"49.2790302528202, -123.089891933704",5
"49.233490674033, -123.065111100732",1
"49.2840138262439, -123.114429878185",4
"49.2647307655939, -123.060819188528",1
"49.2783095147941, -123.123052738917",4
"49.2703748556443, -123.083118798012",2
"49.2579597331065, -123.165555425832",1
"49.2579608901049, -123.165689561956",1
"49.2579620598022, -123.16612783203",1
"49.2574627229634, -123.075920728504",1
"49.2851620851564, -123.126297279394",1
"49.2851829757533, -123.126359623056",1
"49.2819926733428, -123.076834263921",3
"49.2819448086758, -123.095562678283",2
"49.2800334089581, -123.100178065225",4
"49.2798740746599, -123.100170771679",3
"49.2868856660894, -123.115320444325",1
"49.2592256059329, -123.142708480284",2
"49.278147190762, -123.115593396796",1
"49.2452937889114, -123.066127324208",4
"49.2453962168158, -123.066332730081",4
"49.2580213025276, -123.168790133371",2
"49.2782626389092, -123.074574275119",1
"49.2821072095572, -123.10372797221",9
"49.2785540484292, -123.117743886233",1
"49.2851815104971, -123.117404143885",5
"49.2651951118414, -123.145972925642",2
"49.2381177961887, -123.049112105154",3
"49.2839824189482, -123.105433984455",2
"49.265975365011, -123.069322914611",3
"49.2856098196541, -123.126970559037",1
"49.2724262789544, -123.056151923102",3
"49.2761447239978, -123.076865021892",8
"49.2727630992135, -123.069180272047",4
"49.2831192298591, -123.1099353661",7
"49.2837891429266, -123.097362806079",1
"49.2793737028081, -123.136618559541",1
"49.2806690556621, -123.118406842206",3
"49.2639261351559, -123.141479059483",1
"49.2636606128266, -123.124648718766",3
"49.2691845180429, -123.133080295993",1
"49.2640212057055, -123.14642450997",2
"49.234316436128, -123.157019590398",2
"49.2575897395606, -123.185951759769",3
"49.2764353573389, -123.10048478664",19
"49.2792791397244, -123.133257346752",1
"49.2178716591978, -123.077468326404",2
"49.2663979988812, -123.090653419098",1
"49.2808642165587, -123.027286371579",8
"49.2565860710112, -123.04852084276",1
"49.2761789868492, -123.125146844842",13
"49.2762235934353, -123.125072580322",13
"49.2796932976886, -123.130767773073",2
"49.2817193223574, -123.083742476343",2
"49.2683194046518, -123.148907030093",2
"49.2638033290378, -123.169047100921",15
"49.2308782018549, -123.065156524675",1
"49.2768654654465, -123.062646312692",2
"49.2638954487541, -123.166245103484",2
"49.2713184001831, -123.100006164766",8
"49.2597174540233, -123.115734305258",1
"49.2597233313903, -123.116152122737",1
"49.2152868412229, -123.101654656575",2
"49.2799908788468, -123.094674129799",1
"49.2592377985731, -123.062585695208",1
"49.2832102147255, -123.078189478508",4
"49.2832728329884, -123.07751769335",4
"49.2627912409155, -123.091968761623",5
"49.2634573627065, -123.10187713382",15
"49.2788540041539, -123.097402394289",6
"49.2689198145189, -123.104407957991",2
"49.2814061395976, -123.026318412487",1
"49.2797053522783, -123.098306190227",9
"49.2573462235909, -123.126849420353",1
"49.2575157980347, -123.126836111995",1
"49.2686587677529, -123.170029485515",5
"49.2632519087078, -123.106186828359",5
"49.2643165546955, -123.142932989585",1
"49.2465737126878, -123.068850823456",6
"49.2676005214732, -123.103391234023",1
"49.2754025552539, -123.058397349763",2
"49.2631612250993, -123.089363657494",1
"49.2825792367453, -123.108827464211",9
"49.2449909402342, -123.065601660545",3
"49.2450925368798, -123.065688766045",3
"49.2769978628342, -123.076404568367",4
"49.2426026889996, -123.064881689308",1
"49.263619485312, -123.100643186509",7
"49.2607678952952, -123.101549167237",2
"49.2712366895907, -123.076849038205",1
"49.26777983038, -123.1470647083",1
"49.267931563687, -123.157128575255",2
"49.2633351275652, -123.111836015531",2
"49.258881214206, -123.064234138826",1
"49.2805294808976, -123.060692266528",1
"49.2922400921745, -123.139308237051",1
"49.2812763281821, -123.12283700687",1
"49.2375230181957, -123.028793931193",1
"49.2664281808033, -123.137165330459",3
"49.2830169309915, -123.11287100086",20
"49.2823675450073, -123.105322302878",3
"49.2824172265984, -123.105587079526",3
"49.25785068949, -123.043436793781",1
"49.2646217909907, -123.16446834766",1
"49.28182852907, -123.060416295878",2
"49.2583353670681, -123.13918421489",4
"49.2823109000092, -123.115878633797",1
"49.2801668532768, -123.101701116958",2
"49.2573995432117, -123.090090382663",1
"49.2435454383284, -123.104876026416",1
"49.2635886113099, -123.109688469675",2
"49.2811674352718, -123.106548911278",15
"49.2780853893232, -123.09185992969",1
"49.2782527510065, -123.0918519913",1
"49.2798514509996, -123.085578081631",1
"49.2823498180918, -123.089063875317",4
"49.2633376377079, -123.096349572931",4
"49.263342857546, -123.096561936358",4
"49.2350801293563, -123.038668444348",1
"49.2633319249525, -123.141908375981",6
"49.2578920282671, -123.034241394984",1
"49.2567807525493, -123.142094209016",1
"49.2884759998172, -123.130248268103",2
"49.2524820579717, -123.101376629633",2
"49.2744579151869, -123.12502613072",3
"49.263298970978, -123.108750299114",3
"49.2261094390614, -123.093732669381",1
"49.2617779997405, -123.090192499959",1
"49.2689458286891, -123.105733398562",1
"49.2690030058321, -123.10616103885",1
"49.2635464610868, -123.105750546888",2
"49.2189417430593, -123.101497544018",3
"49.2836066707207, -123.115872058711",1
"49.2684173903598, -123.098736154129",4
"49.2818456122662, -123.090337480962",1
"49.2627617087726, -123.107109523051",3
"49.2767893466529, -123.08996025965",1
"49.2646053417152, -123.130467706718",1
"49.2628342385914, -123.056155896432",7
"49.2585527336638, -123.114680995194",2
"49.2840820747349, -123.111417810197",7
"49.2841350652416, -123.111501806584",7
"49.266297689332, -123.18553294603",1
"49.2773012829331, -123.043632505363",3
"49.2403288442696, -123.053991453609",2
"49.2271599529353, -123.091099031878",4
"49.2820644784353, -123.080344122733",2
"49.2621823367228, -123.091879103508",2
"49.2810485771504, -123.100634417686",6
"49.2240645607475, -123.091207481886",1
"49.2806660650017, -123.078955337943",10
"49.2566667581339, -123.09048026222",3
"49.2339199976148, -123.111109245965",1
"49.2527044064048, -123.099863489564",1
"49.233468075202, -123.090170260915",8
"49.2315080049226, -123.090198972407",4
"49.2648114000187, -123.072092596699",4
"49.2816513570008, -123.116065444692",1
"49.2818959492135, -123.115702352783",1
"49.2819473015824, -123.115622573308",1
"49.2824104480587, -123.115727618729",1
"49.2828648955578, -123.096259517352",5
"49.2661774405888, -123.209476761293",1
"49.2330720755241, -123.082794836326",1
"49.2649340687921, -123.108507527237",1
"49.2333407978462, -123.100786082178",4
"49.2836918603251, -123.113921723141",7
"49.2476527608521, -123.042153884108",1
"49.2472786034637, -123.069065984063",6
"49.2814495438604, -123.062580511397",7
"49.2685742199464, -123.165181541961",2
"49.2437874276564, -123.06310612781",6
"49.282704215066, -123.08803607398",1
"49.2910036566965, -123.135522900995",1
"49.2809789267556, -123.076561934867",16
"49.2083590533443, -123.132835594923",2
"49.2890119584843, -123.128973496164",1
"49.2676581371428, -123.111412011646",2
"49.2676974518387, -123.111228731753",2
"49.2466112426112, -123.067475593932",3
"49.2672370826335, -123.084637985953",2
"49.2809564378395, -123.110275820697",2
"49.2627159803576, -123.103834510783",19
"49.2457564254086, -123.094510792294",1
"49.2662314693571, -123.076108926071",1
"49.2335674352179, -123.024223700032",1
"49.2834133089664, -123.098210311361",2
"49.2335815177783, -123.065109860238",1
"49.2617036726179, -123.096934693975",1
"49.2617041503384, -123.096836988155",1
"49.2459108535839, -123.066126101026",1
"49.2817400218228, -123.100092039354",2
"49.2818085766167, -123.100089098174",2
"49.2611186776691, -123.071370554053",1
"49.2654083734399, -123.110117983658",1
"49.2612795745696, -123.152623935165",3
"49.2773191637989, -123.070794935361",2
"49.2811955289946, -123.106702952558",5
"49.2638895779218, -123.174776450127",1
"49.2515954876064, -123.02871359351",1
"49.2754117996151, -123.05611549813",1
"49.2624347783628, -123.10067674604",35
"49.2625095216481, -123.100581375091",35
"49.2686082425106, -123.143922261252",1
"49.2627660134016, -123.107317484963",9
"49.2630575722932, -123.157387892591",1
"49.2838485803655, -123.11549227994",1
"49.2814083127999, -123.105208737312",9
"49.2566317696479, -123.090361612645",9
"49.2244008875867, -123.099382150537",1
"49.2754758335655, -123.068770954649",4
"49.2323235843478, -123.066533063374",3
"49.2617367686508, -123.100148363476",1
"49.2629552420781, -123.118390664582",3
"49.256583287751, -123.047687237236",1
"49.2728904805383, -123.149815140432",1
"49.2607052824949, -123.067451527832",2
"49.264216613307, -123.136334760128",1
"49.2446265650423, -123.063321833292",2
"49.2816280147567, -123.078020276521",1
"49.2816301110759, -123.078245773736",1
"49.2791738759911, -123.076135618159",1
"49.2285933270914, -123.091079691379",4
"49.2815247682836, -123.100101200929",7
"49.2688769623918, -123.101673345027",1
"49.2555992817554, -123.08587851082",1
"49.2601990841222, -123.070498470042",1
"49.2814757475963, -123.064910782963",1
"49.289673474112, -123.138553150933",2
"49.2462092824845, -123.101610031403",2
"49.2544392653867, -123.066700876311",1
"49.2594626584702, -123.09132766932",3
"49.2747051423181, -123.069942589789",1
"49.2764602588849, -123.06913066989",18
"49.2799512650774, -123.099271169043",10
"49.2822786399934, -123.111754164921",2
"49.2380654652413, -123.044297777054",1
"49.2680306785874, -123.185415250337",3
"49.2825589335891, -123.100568741658",8
"49.2559832537814, -123.11470450612",14
"49.2820615756897, -123.079781987047",4
"49.277800301457, -123.068597201212",2
"49.2804673202244, -123.090723903758",3
"49.2348036435427, -123.15329095222",1
"49.2705422191207, -123.084521501918",5
"49.261050125696, -123.139479990568",1
"49.2679706527736, -123.102323694989",1
"49.2809250664453, -123.06979659459",5
"49.2724081297291, -123.072009155322",1
"49.2619061996533, -123.185578523334",1
"49.2648675426445, -123.138106878677",6
"49.2670269111325, -123.100376717527",7
"49.2635787424249, -123.211947778841",7
"49.2808639954629, -123.027079099043",2
"49.2694332030433, -123.139252134267",1
"49.2786793113663, -123.092010496037",1
"49.2786831914975, -123.092220860048",1
"49.2620435795841, -123.074273065576",5
"49.2622502205848, -123.042171401841",1
"49.2787654569637, -123.123150953775",2
"49.2801708069486, -123.101910085796",5
"49.281430002815, -123.107975239091",7
"49.2836369616094, -123.109882355059",1
"49.264078352313, -123.208772156962",4
"49.2480129761252, -123.09053728496",1
"49.2793896398443, -123.079441252495",1
"49.2386580662061, -123.065777659841",3
"49.2575041990994, -123.091058611121",7
"49.2546621183564, -123.084630459444",3
"49.2727716614059, -123.148156046924",1
"49.2832423557192, -123.088325109847",3
"49.2832440705131, -123.088435251033",3
"49.2919236812007, -123.134298562973",1
"49.2430309387267, -123.049416128304",1
"49.2874155693746, -123.05167180798",1
"49.2637657673073, -123.187574900738",2
"49.2315360120412, -123.065179270787",2
"49.270001042438, -123.034166567717",1
"49.2789293361373, -123.118316595555",1
"49.2694489982694, -123.069243695686",1
"49.2232519179993, -123.079157048379",1
"49.2576332947172, -123.186152666961",2
"49.2893559303392, -123.1351165299",1
"49.2537818117369, -123.082790880201",1
"49.2815561944333, -123.095579114376",3
"49.2858417687153, -123.140243251118",6
"49.2468425610503, -123.101583658618",1
"49.2747397298729, -123.076905552869",4
"49.2698713712447, -123.068966981491",2
"49.2810682100183, -123.132874005774",2
"49.2811997521569, -123.133072352167",2
"49.2645251077356, -123.174770296609",8
"49.2645251077356, -123.174770296609",3
"49.2644745946236, -123.175278348476",4
"49.2775879072222, -123.080941496506",7
"49.2908144839089, -123.133820961943",2
"49.2427922451029, -123.101762432113",3
"49.2639263240517, -123.175102742029",1
"49.263931751891, -123.175379030067",1
"49.2853584931117, -123.128840939643",1
"49.2814236255825, -123.057152285735",3
"49.2585629060042, -123.100336531696",2
"49.2537442109316, -123.120490711386",1
"49.2640910270475, -123.209472643722",1
"49.2836927475567, -123.107038345624",4
"49.2621713336893, -123.090364552263",3
"49.2886611876957, -123.133841921909",1
"49.283419005557, -123.115277310954",4
"49.2627195231474, -123.082835024372",1
"49.2528744534118, -123.068414356722",1
"49.2624849406233, -123.146261478848",1
"49.2828488223927, -123.076445108766",1
"49.2806736984817, -123.101902116203",19
"49.2486551464461, -123.101459165018",4
"49.2744316801956, -123.069956500675",2
"49.2858023785111, -123.123888538528",1
"49.2645078880376, -123.179037443189",6
"49.220592457219, -123.066298744579",1
"49.2764424261758, -123.073763673703",5
"49.2645480026381, -123.181593423076",2
"49.2641290662522, -123.111254385647",2
"49.2589239699716, -123.069440589674",3
"49.2251947506756, -123.090006274557",1
"49.2643658095212, -123.102453551778",6
"49.2322636218896, -123.090167532997",6
"49.2714555950335, -123.139846423532",3
"49.2759042097092, -123.132521629461",2
"49.2172685061119, -123.082359751342",1
"49.263513459474, -123.207018834766",4
"49.2528926687961, -123.101277609922",1
"49.2801644941638, -123.102599225062",1
"49.2801679444037, -123.102765584073",1
"49.2671559945775, -123.185991295361",1
"49.2254427232761, -123.065384270628",3
"49.2773214660398, -123.119591312495",1
"49.2725613670544, -123.076373411442",2
"49.2759223220914, -123.069874649498",3
"49.2649700038536, -123.107613892355",4
"49.2836375309329, -123.089122762758",2
"49.2633627121373, -123.100597307279",13
"49.2763195650311, -123.132699694754",2
"49.2763799315642, -123.132613655658",2
"49.2608986828809, -123.13825211229",2
"49.2468449293833, -123.1863039844",1
"49.2620436723522, -123.074128614322",2
"49.2841726529064, -123.065295592205",2
"49.2251532641888, -123.090398358471",2
"49.2805286325411, -123.060594782797",1
"49.2803070723835, -123.122028782706",5
"49.2665739707636, -123.069349319765",5
"49.2666459331279, -123.069348046074",5
"49.2636699075764, -123.113957033972",8
"49.2636771192279, -123.114378323851",8
"49.2688593574383, -123.18453011104",1
"49.2684205209264, -123.154752090185",1
"49.2886551116462, -123.13864444054",5
"49.2742826106063, -123.077029807768",7
"49.2390173673468, -123.024051126018",1
"49.2611347069598, -123.139085104476",2
"49.2612084699091, -123.139083263922",2
"49.2644185599945, -123.101318322888",4
"49.2658834006001, -123.138900217358",2
"49.2680322590113, -123.068920706201",3
"49.2122703106137, -123.102578526221",4
"49.2633019866736, -123.110294655699",5
"49.2628277213003, -123.094427291065",2
"49.2473064150731, -123.069188996701",5
"49.2769494596347, -123.072280339156",5
"49.2638807147239, -123.067160990965",1
"49.2807887502596, -123.099231615614",12
"49.234149154904, -123.065076512437",2
"49.2819664143107, -123.074919670599",4
"49.2310483748625, -123.156086214717",4
"49.2805361368595, -123.069700694151",1
"49.270047788499, -123.147397748237",2
"49.2908185744728, -123.135059962591",2
"49.2706361387844, -123.069274197473",1
"49.2817964039137, -123.027630160237",1
"49.2128923699138, -123.139433287699",2
"49.2688650888527, -123.185164555683",4
"49.2843478322066, -123.096171637673",1
"49.261775086486, -123.11875221159",1
"49.2787862272885, -123.097794267713",2
"49.2676220348512, -123.103475127971",9
"49.2383900950084, -123.145350287428",1
"49.2178266363528, -123.101157153233",1
"49.2295310857348, -123.091053258116",6
"49.2633490542965, -123.142957120746",2
"49.243742488493, -123.101736920276",4
"49.2439174570123, -123.101724241271",4
"49.2792073372481, -123.13429324732",1
"49.2736517516671, -123.076934353235",2
"49.2378656469773, -123.065795524023",2
"49.2635478856673, -123.209879906711",3
"49.282662905219, -123.086179913016",6
"49.2283061273959, -123.090287790252",3
"49.2643500625449, -123.168557467098",21
"49.2335572860999, -123.034073033313",3
"49.2765510071302, -123.130443944025",2
"49.2796128533647, -123.068558564137",1
"49.2798454965119, -123.095768406258",1
"49.2808397958295, -123.059377818949",2
"49.2606881993315, -123.073866551222",1
"49.2652513738268, -123.044770954016",1
"49.2063390636879, -123.118548859005",1
"49.2312924289901, -123.101018868921",1
"49.2187525664864, -123.102289475903",1
"49.2677886099896, -123.147586524453",1
"49.267792883754, -123.147761658537",1
"49.2680684351031, -123.107083415321",2
"49.2444123690995, -123.064333856643",2
"49.2734560036161, -123.078913943086",7
"49.2736427283615, -123.079448327765",7
"49.2739187360186, -123.079658420187",7
"49.2322747386386, -123.062525967492",2
"49.2525113483613, -123.115824504801",1
"49.2562650611469, -123.090350759967",4
"49.2493307573068, -123.065433797255",1
"49.2529504821405, -123.067633289594",6
"49.2256731863954, -123.090380628567",1
"49.2827536052937, -123.090897029721",1
"49.2805478086939, -123.071778838921",2
"49.2680981365209, -123.108950855968",2
"49.2808896478722, -123.060020526778",2
"49.2107309304884, -123.1062293772",1
"49.2575049623554, -123.030388848149",1
"49.2770664752649, -123.080734569069",3
"49.2289974702951, -123.031817286306",1
"49.2682793854919, -123.146116514792",2
"49.276516104874, -123.126562361065",1
"49.2641730552358, -123.138965061409",2
"49.2426962456486, -123.064870683437",1
"49.2424272789097, -123.064886954999",1
"49.2654583871755, -123.185552464892",1
"49.2677392071941, -123.110120985289",2
"49.2607594315207, -123.075123516974",1
"49.255939028048, -123.100564752954",3
"49.2642972246612, -123.138125216988",2
"49.2790615956136, -123.066004654187",3
"49.2591513049879, -123.137931641947",1
"49.279922499454, -123.061972324029",1
"49.2799232900276, -123.06217512503",1
"49.2839481333278, -123.115344820737",4
"49.2589501367598, -123.096583711432",2
"49.2818268261622, -123.114677798255",1
"49.2366825324255, -123.065043395987",5
"49.2620563987611, -123.139049788278",1
"49.2559144071857, -123.071647052344",1
"49.2687472419072, -123.056139458837",1
"49.2560989270656, -123.11371793629",1
"49.2634115737845, -123.146856608519",3
"49.2567306216169, -123.184753355498",6
"49.2283061273959, -123.090287790252",5
"49.2712704413241, -123.069935369469",1
"49.2656020465607, -123.140508823055",1
"49.2715272182745, -123.174697799868",1
"49.2725397920544, -123.101217554025",1
"49.2107581421654, -123.065670174893",2
"49.2636523503683, -123.123967651256",3
"49.2795653367323, -123.13057288558",1
"49.2613298372694, -123.095914899975",1
"49.2295038359795, -123.090277872107",1
"49.2669232691072, -123.055615691161",1
"49.2678788671563, -123.153510386377",1
"49.2807282151088, -123.120186043654",1
"49.280392740794, -123.13400616357",2
"49.280176589354, -123.134630590319",2
"49.2626800217721, -123.078259336151",7
"49.2808709619737, -123.052249746359",1
"49.2808717355704, -123.052527485392",1
"49.2825763476764, -123.103733892422",1
"49.2370940214924, -123.157788807781",1
"49.2688438239252, -123.057292740318",1
"49.2455426344615, -123.185611238417",1
"49.2728022585486, -123.081175657745",4
"49.2731891342763, -123.081058079684",4
"49.2630510625876, -123.098521822777",6
"49.2815913489067, -123.074310654339",5
"49.2816030570257, -123.07538550729",5
"49.2829935566929, -123.124037316911",1
"49.2361123630733, -123.03995766973",3
"49.2796929659174, -123.097754840805",1
"49.2692172225939, -123.057094677891",1
"49.2642905714552, -123.166170641957",1
"49.267186123348, -123.070046420557",1
"49.2672638242032, -123.070223711796",1
"49.264708468426, -123.11522537474",2
"49.2706260264185, -123.100322847138",2
"49.2807976519582, -123.08759733297",6
"49.2810650971313, -123.101789365759",10
"49.2241269150163, -123.090419146789",2
"49.2801018203001, -123.098774451231",2
"49.263299881263, -123.140260520016",4
"49.2850762935503, -123.062822573702",5
"49.2819214765395, -123.105220980009",3
"49.2682793854919, -123.146116514792",2
"49.2596261391625, -123.139143769225",2
"49.2596997349722, -123.139131345815",2
"49.2807055714745, -123.097626938192",12
"49.2796981931377, -123.097955450396",2
"49.221500057497, -123.082493579284",1
"49.2540411427743, -123.084887389476",11
"49.2743385966753, -123.069181801685",1
"49.2781014691858, -123.125358667433",11
"49.256397683094, -123.115578397718",1
"49.239175613409, -123.031424314027",1
"49.2807050501541, -123.103557536527",3
"49.2807085510905, -123.10365583813",3
"49.2535717873363, -123.066539780038",1
"49.2752082323911, -123.076557594692",4
"49.2723723388007, -123.066484079375",1
"49.2033722203284, -123.136851643006",1
"49.2034242041894, -123.136995806241",1
"49.2711780802358, -123.155435528732",1
"49.2443089207207, -123.062703572485",3
"49.2187109995772, -123.101514222994",3
"49.2634721323128, -123.205463461074",2
"49.2826054258406, -123.109156859482",1
"49.2689897019233, -123.167665286255",1
"49.2329162458298, -123.036009410259",1
"49.2797337240763, -123.118970928543",2
"49.2806305238543, -123.077388130222",4
"49.2661450694925, -123.176052148622",1
"49.2629941024024, -123.096790087225",19
"49.2811014298366, -123.103348631897",7
"49.251231987912, -123.034719832319",1
"49.2586300832611, -123.043546750237",4
"49.2667814639561, -123.107780922321",1
"49.2709424375538, -123.100171739377",1
"49.2593701097447, -123.078257785722",2
"49.27913978717, -123.071803138464",1
"49.2632342217942, -123.135668165865",1
"49.2714075506739, -123.152959572525",1
"49.2808469183575, -123.090285457642",5
"49.2764931232375, -123.076841380198",1
"49.264362898218, -123.145062005906",4
"49.2633110084254, -123.110737112545",1
"49.2299520763154, -123.091037412097",7
"49.2143598990621, -123.065622658527",1
"49.2801715781877, -123.118309296625",7
"49.2560667337885, -123.083836522688",1
"49.2845320607515, -123.124166428666",2
"49.2662389842274, -123.070414005015",1
"49.2583363620084, -123.061478781057",1
"49.2261434672866, -123.065329557899",1
"49.2777550069668, -123.129713977561",1
"49.2579638373036, -123.165829751031",1
"49.2819666259752, -123.132776239096",6
"49.2832316273254, -123.136214858594",1
"49.2656076489067, -123.118004173209",1
"49.2580186449179, -123.168620397329",2
"49.2510022313305, -123.076993071714",2
"49.2205653751166, -123.067843387615",1
"49.2465603252984, -123.101595418033",2
"49.2632019135257, -123.094646391553",3
"49.2797296290558, -123.13174984386",1
"49.2377445373558, -123.032737337374",2
"49.2789348991504, -123.08464579286",1
"49.2677058300563, -123.142532977536",1
"49.2487631218209, -123.076627417756",6
"49.2618633149459, -123.091502196777",1
"49.2404598305742, -123.076636551506",1
"49.2826611845874, -123.086074723163",2
"49.2723727097833, -123.066620849323",1
"49.2725081358106, -123.056150641303",3
"49.2775743611511, -123.079724305783",2
"49.2809196664183, -123.119893659719",7
"49.2837831106084, -123.097048615239",1
"49.2837852715957, -123.097153107468",1
"49.2251967394407, -123.091152418676",1
"49.2678800766745, -123.153615545595",5
"49.2404623765838, -123.076879707778",1
"49.2094606779294, -123.141002555604",1
"49.2643631219918, -123.170373891816",5
"49.2636558991118, -123.124431953972",3
"49.234318083297, -123.157124679827",2
"49.2735964951585, -123.124913946926",1
"49.2316114517747, -123.02679803007",2
"49.2311914001777, -123.156085703819",3
"49.2640766936934, -123.208564906441",1
"49.2252750003037, -123.091149815835",2
"49.2815293992154, -123.094263363234",1
"49.2765238359297, -123.100627260357",19
"49.2610648422272, -123.029947627821",1
"49.2353754209889, -123.037894455978",2
"49.2814944643716, -123.066730648295",3
"49.2348134549274, -123.152946673831",2
"49.2694508692929, -123.0997800994",5
"49.2663939345737, -123.090099472235",1
"49.2663947262883, -123.090237614898",1
"49.2663972082022, -123.090514589151",1
"49.2432560896786, -123.152863686536",1
"49.2474988857579, -123.070881021362",10
"49.2631760345906, -123.091644570461",2
"49.2657502212727, -123.07005839431",1
"49.2581002858205, -123.080375732279",1
"49.2271318009612, -123.090304466739",3
"49.2829085825616, -123.137854053595",1
"49.2263510783572, -123.102004228456",2
"49.2772362736707, -123.115864586383",1
"49.2825718765284, -123.101198513013",1
"49.2825757375292, -123.101411616751",1
"49.2635441209579, -123.101427850128",14
"49.2832310909121, -123.077965550316",4
"49.2832519576696, -123.077741621921",4
"49.2849702193402, -123.128150763655",1
"49.262664148234, -123.0757992221",1
"49.2574357347978, -123.126841404",1
"49.269549420288, -123.105816506268",4
"49.2690882353808, -123.138782612205",1
"49.2684117843333, -123.154229029068",2
"49.2630282074466, -123.122076650289",1
"49.2815330772581, -123.093767064597",6
"49.2610609448204, -123.139086271575",2
"49.2423902513551, -123.101020525141",6
"49.2502511355827, -123.107813582007",1
"49.2745613861095, -123.065894235885",2
"49.2805524130847, -123.072328832497",5
"49.263594941616, -123.108720175322",2
"49.2626544067905, -123.035199400292",1
"49.2726127073812, -123.0823388894",2
